Feature,Importance
cat__Customer City_Hesperia,0.00010647150630356818
cat__Order City_Caen,0.00010642768176493921
cat__Order City_Ribeirão Preto,0.00010626394541510164
cat__Customer City_Loveland,0.00010619808534649277
cat__Customer City_Pharr,0.00010603508960827396
cat__Customer City_San Sebastian,0.00010575653078976031
cat__Order City_Cárdenas,0.00010564969405327299
cat__Order City_Dudley,0.0001056173213916226
cat__Order State_Teherán,0.00010555914513514073
cat__Customer City_Orange Park,0.0001055517357538668
cat__Order City_Medina,0.00010553076471409351
cat__Order City_Ipoh,0.00010545897356070686
cat__Customer City_Westerville,0.00010536822943731071
cat__Order City_Montmorency,0.00010536533830456952
cat__Order City_Chengdu,0.00010534731393707114
cat__Order City_Bloomington,0.0001053155900655801
cat__Customer City_North Richland Hills,0.0001051962734298601
cat__Order City_Daejeon,0.00010515359468177576
cat__Order City_Mashhad,0.00010510803416902045
cat__Order State_Territorio del Norte,0.00010507890768966525
cat__Order State_Cabo Oriental,0.00010499017104673817
cat__Customer City_Paramount,0.00010476475414946601
cat__Order City_Herten,0.00010453068181521857
cat__Customer City_Taylor,0.00010450782631420168
cat__Order City_Praga,0.00010448557882977286
cat__Customer City_Powder Springs,0.00010435627512660175
cat__Customer City_Alameda,0.00010433526993825217
cat__Customer City_Wyandotte,0.00010429195384944695
cat__Order State_Vilna,0.00010426514084072699
cat__Order City_Contramaestre,0.00010425364959149779
cat__Order State_Trentino-Alto Adigio,0.00010420849493042745
cat__Order State_Bra?ov,0.00010420798362907298
cat__Customer City_San Pablo,0.00010415481952090645
cat__Customer City_Opa Locka,0.00010407949268569123
cat__Order City_São Bernardo do Campo,0.00010407874835041242
cat__Order State_Zúrich,0.00010405583224446722
cat__Order City_Breda,0.000104051217663314
cat__Order City_Surat,0.00010400387002742672
cat__Customer City_Tonawanda,0.00010357567800852114
cat__Order City_Boulogne-Billancourt,0.00010347515255655657
cat__Order City_Delhi,0.00010343307695012131
cat__Customer City_Woodbridge,0.00010334980805070705
cat__Customer City_Chino,0.00010326724860935832
cat__Order City_Porirua,0.00010322347300015084
cat__Customer City_Mesquite,0.00010313359607634726
cat__Customer City_Vega Baja,0.00010310460098639878
cat__Order City_Tourcoing,0.00010261259937078093
cat__Order City_Bonn,0.00010250353866977074
cat__Customer City_Broken Arrow,0.00010235782715317562
cat__Customer City_East Lansing,0.00010191910648928227
cat__Customer City_Cincinnati,0.00010191790077521067
cat__Customer City_Alpharetta,0.0001018372306085354
cat__Order State_Nebraska,0.00010183444044760048
cat__Order City_Basra,0.00010182377689398822
cat__Order City_Cagliari,0.00010176102509228866
cat__Order State_Delhi,0.00010172077617763529
cat__Order City_Sapucaia do Sul,0.00010170572521592433
cat__Order City_Magdeburg,0.00010169391225448806
cat__Order City_Solapur,0.00010161534057315653
cat__Order State_San Juan,0.00010158743435671569
cat__Order City_Santa Catarina,0.00010158683080756084
cat__Category Name_Garden,0.00010149490443696365
cat__Order City_Curitiba,0.00010149093097836052
cat__Order State_Hebei,0.00010141899394869018
cat__Order State_Chernihiv,0.00010117958753778886
cat__Order State_Ciego de Ávila,0.00010103975453071477
cat__Order City_Plainfield,0.00010096838600394235
cat__Customer City_North Hills,0.00010071153932754675
cat__Customer City_Lithonia,0.00010063456421917659
cat__Order City_Bristol,0.00010062391918068296
cat__Customer City_Sandusky,0.00010046760244563309
cat__Order State_Västra Götaland,0.00010045430788725658
cat__Order City_Jackson,0.00010035622520212695
cat__Customer City_Broomfield,0.00010033309060460097
cat__Customer City_Mechanicsburg,0.00010030505131206162
cat__Order State_Praga,0.00010016889117940766
cat__Order City_Apodaca,0.00010016447404159244
cat__Order City_Limoeiro do Norte,0.00010011624746446879
cat__Order City_Henderson,9.99319100832154e-05
cat__Customer City_Hacienda Heights,9.989123688748743e-05
cat__Customer City_Indio,9.982411970736973e-05
cat__Customer City_Ridgewood,9.980023695837672e-05
cat__Order City_Portland,9.979405073078597e-05
cat__Order State_Kaliningrado,9.974075615681142e-05
cat__Order City_Nowra,9.973705858369692e-05
cat__Customer City_West New York,9.970068183496875e-05
cat__Order State_Carolina del Sur,9.95769028829521e-05
cat__Order City_Nom Pen,9.946139942337736e-05
cat__Order State_Henan,9.926659888133696e-05
cat__Order City_Tianjin,9.925055402131693e-05
cat__Order City_Santa Clara,9.916843027913121e-05
cat__Customer City_Piscataway,9.914726997882507e-05
cat__Order State_Santander,9.904539306437179e-05
cat__Order City_Mersin,9.894363413263734e-05
cat__Order City_Santa Rosa,9.888213223254274e-05
cat__Order City_Palermo,9.886247374079208e-05
cat__Customer City_Salina,9.862727479794102e-05
cat__Order State_Copperbelt,9.852530039564247e-05
cat__Order Country_Lituania,9.8477376602322e-05
cat__Category Name_Toys,9.842313828770896e-05
cat__Customer City_West Lafayette,9.84056925426967e-05
cat__Order City_Fort-de-France,9.8290193625806e-05
cat__Customer City_Scottsdale,9.820400135679446e-05
cat__Customer City_Spring,9.80787202718249e-05
cat__Order City_Brumado,9.798809434159671e-05
cat__Order City_Pasadena,9.787518045311661e-05
cat__Customer City_Waukegan,9.78497398194638e-05
cat__Order City_Arraiján,9.784009693263648e-05
cat__Order Country_Trinidad y Tobago,9.779696997255982e-05
cat__Order City_Dundee,9.775455453153563e-05
cat__Order City_Odense,9.764281068193164e-05
cat__Category Name_Men's Clothing,9.757646772620136e-05
cat__Order City_Barranquilla,9.755606459016087e-05
cat__Customer City_Laguna Niguel,9.755357138527291e-05
cat__Order City_Aulnay-sous-Bois,9.747855951630597e-05
cat__Order City_Omaha,9.739212791098141e-05
cat__Order City_Jerusalén,9.736882442111943e-05
cat__Order City_Argenteuil,9.736263279965538e-05
cat__Order City_Chapecó,9.733695714141123e-05
cat__Order State_Pará,9.731483555868692e-05
cat__Customer City_New Braunfels,9.724351637521275e-05
cat__Order City_Bari,9.715500974139752e-05
cat__Order City_Krefeld,9.71289768213276e-05
cat__Order City_Miass,9.696337514059018e-05
cat__Order City_Masaya,9.694819271007714e-05
cat__Customer City_La Crosse,9.693807945408867e-05
cat__Customer City_Painesville,9.67343581101763e-05
cat__Order City_Dakar,9.671763078509461e-05
cat__Order State_Chaco,9.656266405139883e-05
cat__Order City_São Luís,9.637741752058336e-05
cat__Customer City_Chillicothe,9.615674309055691e-05
cat__Customer City_Martinsburg,9.611886036648601e-05
cat__Customer City_Garland,9.609676502046706e-05
cat__Order State_Gales,9.608705814292975e-05
cat__Order State_Basora,9.605978637533598e-05
cat__Customer City_Mililani,9.601984997568083e-05
cat__Order City_Lisbon,9.594494267702843e-05
cat__Customer City_Annapolis,9.59424263245752e-05
cat__Order City_Huntsville,9.592291682877415e-05
cat__Customer City_Davis,9.579428618907435e-05
cat__Order City_Salem,9.576762703255342e-05
cat__Order Country_Uruguay,9.573452647721065e-05
cat__Order City_Manaus,9.573299673272152e-05
cat__Customer City_Lutz,9.567828757417449e-05
cat__Order City_Utrecht,9.566932086262928e-05
cat__Order City_Marikina,9.556315661779293e-05
cat__Order State_Colón,9.552005901788854e-05
cat__Customer City_Milpitas,9.53829473088796e-05
cat__Order City_Darwin,9.53625492406541e-05
cat__Order State_Ríos,9.53336347192346e-05
cat__Order State_Alger,9.514587694835445e-05
cat__Customer City_Rio Grande,9.513478454213152e-05
cat__Order State_Kaduna,9.5120811451767e-05
cat__Order City_Zurich,9.502922185284258e-05
cat__Order City_Toulon,9.501441717219084e-05
cat__Order City_Leicester,9.496376602374492e-05
cat__Order State_Járkov,9.493341272242357e-05
cat__Customer City_Laguna Hills,9.487100133264978e-05
cat__Order City_Decatur,9.482115167529994e-05
cat__Order City_Obregón,9.479456315966891e-05
cat__Order City_Luoyang,9.469945178093972e-05
cat__Order State_Galicia,9.466256971631102e-05
cat__Order City_Bogor,9.46558033878289e-05
cat__Order City_Açu,9.464681918602289e-05
cat__Order City_Wuhan,9.453215237508139e-05
cat__Order City_La Teste-de-Buch,9.445997529432508e-05
cat__Customer City_Waipahu,9.44408449763602e-05
cat__Order City_Wetter (Ruhr),9.427147557114787e-05
cat__Order City_Kitwe,9.422294953270701e-05
cat__Order City_San Juan del Río,9.420655921032167e-05
cat__Order City_Ballarat,9.419407810929547e-05
cat__Customer City_Napa,9.410108300396544e-05
cat__Order City_Catania,9.388845610083456e-05
cat__Order State_Antalya,9.387774788779875e-05
cat__Customer City_Bell Gardens,9.382194310181696e-05
cat__Order City_Hasselt,9.378704258383105e-05
cat__Customer City_Massillon,9.37666119843683e-05
cat__Order State_Tirol,9.375010067234724e-05
cat__Order City_Wuxi,9.366389123537187e-05
cat__Customer City_Martinez,9.358137798664288e-05
cat__Order State_Mato Grosso del Sur,9.351584115405357e-05
cat__Order City_Miramar,9.346835711677774e-05
cat__Customer City_Norcross,9.328103997042607e-05
cat__Customer City_San Ramon,9.322248926070966e-05
cat__Customer City_Ewa Beach,9.321657381816488e-05
cat__Order State_Masaya,9.320525723161205e-05
cat__Order City_Maryborough,9.291057845016045e-05
cat__Customer City_Fayetteville,9.282508625407911e-05
cat__Customer City_New Haven,9.269349663070388e-05
cat__Order City_Benevento,9.268656866655326e-05
cat__Order City_Worcester,9.258741940060231e-05
cat__Order State_Arbil,9.254062362860135e-05
cat__Order Country_Martinica,9.253274940983234e-05
cat__Order City_Grand Prairie,9.250598314148678e-05
cat__Customer City_Westland,9.241217726953938e-05
cat__Order City_Nancy,9.236204638525556e-05
cat__Order City_Mandurah,9.236059656947491e-05
cat__Customer City_Buena Park,9.2349229774606e-05
cat__Order City_Lusaka,9.226148198170475e-05
cat__Order State_Atlántico,9.222934601792188e-05
cat__Order City_Cúcuta,9.218925717312125e-05
cat__Order City_Vitória,9.217156920023593e-05
cat__Order City_Saint-Malo,9.217128893628859e-05
cat__Order State_La Vega,9.210674811015626e-05
cat__Customer City_Howell,9.203232692557945e-05
cat__Order City_Ghent,9.179615757288488e-05
cat__Order City_Plymouth,9.179491608034514e-05
cat__Order State_Aragua,9.168271962097763e-05
cat__Customer City_Beaverton,9.163523725181154e-05
cat__Order City_Colmar,9.159604106461453e-05
cat__Order City_Coventry,9.158886516834257e-05
cat__Order City_Kota,9.14836592495147e-05
cat__Order City_Buffalo,9.143457804905588e-05
cat__Order City_Vassouras,9.137700644985479e-05
cat__Order City_Pamiers,9.128814316700697e-05
cat__Order City_Mar del Plata,9.122335182009249e-05
cat__Order City_Ludhiana,9.120012050529409e-05
cat__Order City_Dover,9.106455599945289e-05
cat__Order City_Lancaster,9.102933958629018e-05
cat__Order City_Colón,9.079861829789157e-05
cat__Order City_Calais,9.058740921665242e-05
cat__Customer City_Stamford,9.040575881731805e-05
cat__Customer City_Rancho Cordova,9.040268472098108e-05
cat__Customer City_Greensburg,9.039859579419043e-05
cat__Order State_Luanda,9.038398463648024e-05
cat__Order City_Mantes-la-Jolie,9.030743281458764e-05
cat__Order State_Groningen,9.026940425535182e-05
cat__Order City_Járkov,9.021792911693567e-05
cat__Customer City_Campbell,9.015246057453644e-05
cat__Order City_Hereford,9.006639845932166e-05
cat__Order State_Qom,9.006307674821963e-05
cat__Customer City_Goose Creek,9.00523030142064e-05
cat__Order State_Nom Pen,8.995347574160863e-05
cat__Order City_Regensburg,8.987101832261733e-05
cat__Order City_Novara,8.98172579637487e-05
cat__Order City_Groningen,8.975597677437296e-05
cat__Order City_Riverside,8.968421034949141e-05
cat__Order City_Qom,8.958321687773585e-05
cat__Customer City_El Monte,8.95743385921451e-05
cat__Order City_Taranto,8.956277023481052e-05
cat__Customer City_Hamtramck,8.936494433490024e-05
cat__Order City_Bradford,8.924093660516481e-05
cat__Order City_Campeche,8.91760933310576e-05
cat__Order Country_Jamaica,8.915537136581251e-05
cat__Customer City_Chino Hills,8.907228740905946e-05
cat__Order City_Warsaw,8.899273035806445e-05
cat__Order City_Recife,8.884036689734216e-05
cat__Order State_Henao,8.883591873971081e-05
cat__Order City_Kaduna,8.879616571052233e-05
cat__Customer City_Knoxville,8.871989678036399e-05
cat__Customer City_Pasadena,8.871854532087899e-05
cat__Order State_Shanxi,8.841589592505174e-05
cat__Order City_Jartum,8.830736402090286e-05
cat__Customer City_Milwaukee,8.823848898169187e-05
cat__Order State_Sabah,8.819162920048492e-05
cat__Category Name_Computers,8.817433637031542e-05
cat__Order City_Algiers,8.816262046657897e-05
cat__Order City_Shiraz,8.815764031334255e-05
cat__Order City_Nashville,8.809032547370904e-05
cat__Order City_Laredo,8.805892331884944e-05
cat__Order City_Prato,8.804100550103347e-05
cat__Customer City_Joliet,8.796802574929433e-05
cat__Order State_La Libertad,8.786484365740914e-05
cat__Customer City_Fargo,8.786016612326452e-05
cat__Order State_Gaziantep,8.780978194768848e-05
cat__Order Country_Uzbekistán,8.780015078563911e-05
cat__Order City_Warri,8.778482894441311e-05
cat__Order Country_Madagascar,8.768916114336321e-05
cat__Order City_Ciego de Ávila,8.766328412384154e-05
cat__Order City_Aubervilliers,8.758993296615535e-05
cat__Order State_Daejeon,8.739231137282046e-05
cat__Order City_Kuala Lumpur,8.733103525776548e-05
cat__Customer City_Rock Hill,8.721847358950506e-05
cat__Order State_Kuala Lumpur,8.720361694265675e-05
cat__Order State_Utah,8.719046295759404e-05
cat__Order City_Dos Quebradas,8.712932533612493e-05
cat__Customer City_Arecibo,8.710962655395394e-05
cat__Order City_Guasave,8.700742498446156e-05
cat__Order State_Dinamarca Meridional,8.69692006540675e-05
cat__Order City_Luanda,8.690707587192677e-05
cat__Order City_Portici,8.681426743629629e-05
cat__Order City_Antipolo,8.680347535504352e-05
cat__Order City_Glendale,8.675495756784979e-05
cat__Order City_Simões Filho,8.66682291006556e-05
cat__Customer City_West Haven,8.658598018204245e-05
cat__Category Name_Women's Golf Clubs,8.647608615852937e-05
cat__Customer City_Marion,8.646529296290126e-05
cat__Order City_Montfermeil,8.629809269698658e-05
cat__Order State_Taranaki,8.628113701297546e-05
cat__Order City_Frederiksberg,8.613276317788767e-05
cat__Order City_Carlisle,8.610440717766073e-05
cat__Order State_Hamadán,8.607283226005045e-05
cat__Order State_Grad Zagreb,8.567978385050783e-05
cat__Order City_Charlotte,8.563857880563849e-05
cat__Customer City_Medina,8.562005887992632e-05
cat__Customer City_El Centro,8.554684240371917e-05
cat__Order City_Le Plessis-Robinson,8.552665414056026e-05
cat__Order State_Mazovia,8.55152809088037e-05
cat__Order City_Santo André,8.550705170505345e-05
cat__Order City_Noisy-le-Grand,8.54922217380308e-05
cat__Order City_Bolton,8.541041804994263e-05
cat__Order State_Sumatra Meridional,8.538956858139298e-05
cat__Order City_Gera,8.53175281820788e-05
cat__Order State_Guizhou,8.527226422025159e-05
cat__Order City_Cincinnati,8.525574206738283e-05
cat__Order City_Rawalpindi,8.522534439930526e-05
cat__Order Country_Camboya,8.519310792625991e-05
cat__Order City_Gelsenkirchen,8.50104578957932e-05
cat__Order State_Tocantins,8.48694199693993e-05
cat__Order City_Beira,8.479376405479717e-05
cat__Order City_Watford,8.478813326983397e-05
cat__Customer City_Bensalem,8.47690456106323e-05
cat__Order State_Riau,8.45055927144239e-05
cat__Order City_Fresno,8.44888533566748e-05
cat__Order City_San Justo,8.447154866331652e-05
cat__Order City_Avignon,8.439386997925295e-05
cat__Order Country_Togo,8.435675354307422e-05
cat__Order City_Ponte Nova,8.426860981317374e-05
cat__Order City_El Paso,8.42642302436333e-05
cat__Order City_San José de las Lajas,8.419189807071559e-05
cat__Order City_Chester,8.414202355329071e-05
cat__Order State_Mayabeque,8.412167576865084e-05
cat__Order City_Villenave-d'Ornon,8.408582135501892e-05
cat__Order State_Guerrero,8.401613971698812e-05
cat__Order City_Ufa,8.399124372515103e-05
cat__Order State_Misisipi,8.395128003715611e-05
cat__Order City_Barakaldo,8.394661183637764e-05
cat__Order City_Newcastle upon Tyne,8.389096388920536e-05
cat__Order State_Haryana,8.385259940872847e-05
cat__Order City_Reading,8.382907833859711e-05
cat__Order State_Jerusalén,8.37136850258457e-05
cat__Order City_Niort,8.366088625372912e-05
cat__Customer City_Cary,8.36326047984238e-05
cat__Order State_Jartum,8.360296258341604e-05
cat__Order State_Rhode Island,8.359673296402874e-05
cat__Order State_Junín,8.356435377929332e-05
cat__Order State_Finlandia del Sudoeste,8.353080666700631e-05
cat__Order State_Sancti Spíritus,8.351438303964658e-05
cat__Customer City_Medford,8.349636060417109e-05
cat__Order City_Nieuwegein,8.349332586569438e-05
cat__Order State_Brest,8.347436654764984e-05
cat__Customer City_North Tonawanda,8.341653226860108e-05
cat__Order City_Castanhal,8.337312148257888e-05
cat__Customer City_Hollister,8.335821907741162e-05
cat__Order City_Coacalco,8.315550871518666e-05
cat__Order City_Wilmington,8.309941065672455e-05
cat__Customer City_Valrico,8.305195489580865e-05
cat__Order City_New Plymouth,8.303416986056811e-05
cat__Order City_Solingen,8.303252582638292e-05
cat__Order City_Colorado Springs,8.293667813009608e-05
cat__Order City_Rugby,8.289650561888186e-05
cat__Customer City_Brockton,8.286347038829538e-05
cat__Customer City_Annandale,8.284035142587223e-05
cat__Customer City_Humacao,8.280087226552716e-05
cat__Order City_Pinar del Río,8.275582497359999e-05
cat__Order City_Huancayo,8.273281546705392e-05
cat__Order City_Trapani,8.264981520702224e-05
cat__Customer State_ID,8.239384079706843e-05
cat__Order State_Juzestán,8.237241675533107e-05
cat__Order State_Cienfuegos,8.229378340058845e-05
cat__Order State_Nínive,8.222791262342855e-05
cat__Order State_Waikato,8.213828561211918e-05
cat__Order City_Turku,8.20908398192168e-05
cat__Order City_Ludwigshafen am Rhein,8.200341895646107e-05
cat__Order City_Belleville,8.20018686795174e-05
cat__Order City_Cheltenham,8.197391064927746e-05
cat__Order City_Cuiabá,8.19338003150095e-05
cat__Order State_Delta,8.19288732135829e-05
cat__Order City_Latina,8.186737495496123e-05
cat__Customer City_Visalia,8.182232955819298e-05
cat__Order City_Durango,8.179276534901312e-05
cat__Customer City_Watsonville,8.177595737073788e-05
cat__Order City_Bolzano,8.163865674224818e-05
cat__Customer City_Yauco,8.16180440459505e-05
cat__Order City_Erfurt,8.161781686309531e-05
cat__Order Country_Somalia,8.159682745090368e-05
cat__Order State_Porto,8.146434069381321e-05
cat__Order City_Porto Alegre,8.141098419500399e-05
cat__Order City_Madero,8.132064955724628e-05
cat__Order City_Des Moines,8.119769746816953e-05
cat__Order City_Samarinda,8.116480691912089e-05
cat__Customer City_Lansdale,8.112665539517086e-05
cat__Customer City_Lynwood,8.101531337742023e-05
cat__Customer City_Charlotte,8.083965712915827e-05
cat__Order City_Quchan,8.082246991166284e-05
cat__Order State_Sofala,8.081302558195714e-05
cat__Order City_Messina,8.075769225802724e-05
cat__Order City_Avellaneda,8.074680745811132e-05
cat__Order City_Birigui,8.071904563490042e-05
cat__Order State_Lusaka,8.069391172498919e-05
cat__Order City_Tilburg,8.068076489389843e-05
cat__Customer City_Jonesboro,8.067457707216377e-05
cat__Order City_Toledo,8.0612008428951e-05
cat__Order City_La Paz,8.048545497836592e-05
cat__Order City_Waitakere,8.044558616539894e-05
cat__Order City_Tirunelveli,8.038229750697213e-05
cat__Order City_Atlanta,8.035882754739768e-05
cat__Order City_Heerlen,8.022525517214828e-05
cat__Order City_Carcassonne,8.012354995825703e-05
cat__Order State_Tabuk,8.010632620054494e-05
cat__Customer City_Highland Park,8.006101952054245e-05
cat__Customer City_Meridian,8.001140762666111e-05
cat__Order City_Vigo,7.996496718040075e-05
cat__Order City_Tallahassee,7.988777039017023e-05
cat__Order State_Ashanti,7.987842434151742e-05
cat__Order State_Carintia,7.986103581158638e-05
cat__Order City_Uskudar,7.985937856902268e-05
cat__Order City_Farnborough,7.9731536725921e-05
cat__Order State_Mongolia Interior,7.969801173227251e-05
cat__Order City_Chesapeake,7.96823395233291e-05
cat__Order Country_Níger,7.959005633138354e-05
cat__Order State_Alberta,7.958253800376195e-05
cat__Order City_Clermont-Ferrand,7.941392657287955e-05
cat__Order State_Constantina,7.936887549062806e-05
cat__Order City_Port Harcourt,7.933025276264537e-05
cat__Order City_Vínnytsia,7.931035612722634e-05
cat__Order City_Chitungwiza,7.928383233743839e-05
cat__Order City_Charleroi,7.923315429725029e-05
cat__Order City_Copenhagen,7.916881150440156e-05
cat__Order State_Marrakech-Tensift-Al Hauz,7.915964194155122e-05
cat__Customer City_Irvington,7.91109997524893e-05
cat__Order City_Kabul,7.908482361539766e-05
cat__Order City_Genoa,7.900659734328384e-05
cat__Order City_Sancti Spíritus,7.898472126379214e-05
cat__Customer City_South Ozone Park,7.874243673566253e-05
cat__Order City_Vancouver,7.872094874466542e-05
cat__Order City_Gonaïves,7.865352665616418e-05
cat__Order City_Naperville,7.865244406882362e-05
cat__Order State_Bay of Plenty,7.863119410894098e-05
cat__Customer City_Bountiful,7.861768932307821e-05
cat__Order City_Agra,7.860109081477968e-05
cat__Customer City_Lindenhurst,7.851980395787426e-05
cat__Order City_Cienfuegos,7.849311366102748e-05
cat__Customer City_Cypress,7.847639514059567e-05
cat__Order City_Karlsruhe,7.846601248850808e-05
cat__Order City_Montevideo,7.846039486026687e-05
cat__Order City_Lille,7.840945476900907e-05
cat__Customer City_Chapel Hill,7.835453646135368e-05
cat__Order City_Kingswood,7.834231349461453e-05
cat__Order City_Poza Rica de Hidalgo,7.83025791916905e-05
cat__Order City_Quincy,7.827867685121143e-05
cat__Customer City_Saint Peters,7.80917831440898e-05
cat__Customer City_Hendersonville,7.807710574250848e-05
cat__Order City_Minneapolis,7.80197001662158e-05
cat__Order City_Bornova,7.801428550023511e-05
cat__Customer City_Muskegon,7.797165856817658e-05
cat__Order State_Vínnytsia,7.790852673804508e-05
cat__Order Country_Bulgaria,7.786008485226172e-05
cat__Order City_Puertollano,7.781923673089385e-05
cat__Order City_Zagreb,7.778714553817394e-05
cat__Customer City_Stafford,7.775683313250751e-05
cat__Order State_Güeldres,7.757842082594745e-05
cat__Customer City_Kent,7.755782002806462e-05
cat__Order City_Ningbo,7.738833806445893e-05
cat__Customer City_Colton,7.738377902479301e-05
cat__Order City_Narbonne,7.737683319846398e-05
cat__Order City_Cardiff,7.736727369834173e-05
cat__Order City_Poole,7.736011162479711e-05
cat__Order City_Yonkers,7.729683628921689e-05
cat__Order State_Valparaíso,7.727850934208785e-05
cat__Customer City_Ogden,7.727291170679022e-05
cat__Order City_Emmen,7.717095059166446e-05
cat__Order State_Kabul,7.70761675327905e-05
cat__Order State_Otago,7.696409314098446e-05
cat__Order City_Treviso,7.691477709305907e-05
cat__Customer City_Lawrenceville,7.690630131098185e-05
cat__Order City_Caucaia,7.672491230099808e-05
cat__Customer City_Granite City,7.65882150640521e-05
cat__Order City_Levallois-Perret,7.653803626915443e-05
cat__Order City_Geraldton,7.64541948612324e-05
cat__Order City_Orán,7.631890822816913e-05
cat__Customer City_Fond Du Lac,7.62387024823676e-05
cat__Customer City_Clementon,7.615067408736365e-05
cat__Order City_Colombes,7.613851072891782e-05
cat__Order State_Shaanxi,7.612619096355093e-05
cat__Order City_Jequié,7.605693838090733e-05
cat__Customer City_Azusa,7.600136138566694e-05
cat__Order City_York,7.599643492025172e-05
cat__Order City_Vichy,7.598098042787752e-05
cat__Order State_Santa Caterina,7.584784731559046e-05
cat__Order State_Chittagong,7.580671278882156e-05
cat__Order City_Lome,7.579716458625206e-05
cat__Order City_Dunedin,7.573501423059418e-05
cat__Order City_Gloucester,7.564479590029114e-05
cat__Order City_Huddersfield,7.562428606631913e-05
cat__Customer City_Metairie,7.559797697588579e-05
cat__Order State_Isfahán,7.55683018555164e-05
cat__Order City_Puente Alto,7.551884924052746e-05
cat__Order State_Drenthe,7.549356246413163e-05
cat__Order City_Southend-on-Sea,7.538508297281897e-05
cat__Order City_Smyrna,7.537679406797497e-05
cat__Order City_Araguaína,7.536706485566265e-05
cat__Order City_Nuevo Laredo,7.536098271818547e-05
cat__Order City_Bottrop,7.5355270891821e-05
cat__Order City_Arbil,7.534799700113865e-05
cat__Order City_Limoges,7.533714697454992e-05
cat__Order State_Umbría,7.518211468172527e-05
cat__Order City_Igarassu,7.517690090661445e-05
cat__Order City_Castres,7.51173687902681e-05
cat__Customer City_New Albany,7.510781915034231e-05
cat__Order State_Sergipe,7.50964413092677e-05
cat__Order Country_Croacia,7.487801870240772e-05
cat__Order City_Gaziantep,7.481872027512332e-05
cat__Order State_Baki,7.477084126936167e-05
cat__Order City_Cergy,7.475366233218058e-05
cat__Order Country_Ruanda,7.474533527617849e-05
cat__Order City_Portmore,7.4646399238005e-05
cat__Order City_Indaial,7.461723885831261e-05
cat__Customer City_Manchester,7.461119602976605e-05
cat__Order Country_Azerbaiyán,7.447276605907887e-05
cat__Order City_Swindon,7.442200619694655e-05
cat__Customer City_North Bergen,7.425335286143684e-05
cat__Customer City_Pittsburg,7.424466790976842e-05
cat__Order City_Vincennes,7.41188509307012e-05
cat__Order City_Changzhou,7.41052575085275e-05
cat__Order State_Azuay,7.393913232282709e-05
cat__Order City_Tampa,7.390692301191453e-05
cat__Order City_Tengzhou,7.386774673887914e-05
cat__Order City_Guayana,7.38523708387395e-05
cat__Customer City_Blacksburg,7.38512166240626e-05
cat__Order City_Nacka,7.383223926721632e-05
cat__Order City_Pessac,7.37485403055494e-05
cat__Order City_Maiduguri,7.370849347631219e-05
cat__Customer City_Lynn,7.357064939673737e-05
cat__Order State_Fars,7.352298276745981e-05
cat__Order State_Tánger-Tetuán,7.344352772402101e-05
cat__Order City_Westfield,7.343023462911499e-05
cat__Order City_Hargeysa,7.340873256958288e-05
cat__Order City_Piedras Negras,7.33843444213194e-05
cat__Order City_Jaipur,7.33564470192269e-05
cat__Customer City_Warren,7.329411050247648e-05
cat__Order City_Bra?ov,7.327117556763408e-05
cat__Order State_Daguestán,7.32601307495671e-05
cat__Order City_Raleigh,7.322926429066414e-05
cat__Order City_Xi'an,7.322599539848441e-05
cat__Order City_Colombo,7.320509129647246e-05
cat__Order State_Valle del Cauca,7.31346379776567e-05
cat__Order City_Ingolstadt,7.309313099854913e-05
cat__Order City_Maracay,7.308303374976048e-05
cat__Order City_West Bromwich,7.307474913016549e-05
cat__Order City_Garbsen,7.304554429589723e-05
cat__Customer City_Huntington Station,7.297760215073872e-05
cat__Order City_Marrakech,7.297096153573103e-05
cat__Order City_Colchester,7.288943837712803e-05
cat__Customer City_La Puente,7.287352430215846e-05
cat__Order City_Porto,7.286170262322582e-05
cat__Order City_Palembang,7.283044157588939e-05
cat__Customer City_Santa Maria,7.273534301229398e-05
cat__Order City_La Plata,7.269624709382608e-05
cat__Order State_Ardebil,7.26384631794496e-05
cat__Customer City_Guayama,7.257858000359204e-05
cat__Customer City_Madison,7.256893868442672e-05
cat__Order City_Jos,7.256754816691797e-05
cat__Order State_Th? Dô Hà N?i,7.253862291391983e-05
cat__Order City_Yancheng,7.251969122339108e-05
cat__Order City_Hamadán,7.249071469136421e-05
cat__Order State_Kivu del Sur,7.246200701426081e-05
cat__Order State_Cross River,7.241130730063147e-05
cat__Order City_Limay,7.227105286379982e-05
cat__Customer City_Elk Grove,7.213172265177097e-05
cat__Order State_Montevideo,7.203723031121442e-05
cat__Order City_Everett,7.202976133097095e-05
cat__Order City_Mosul,7.199876102126808e-05
cat__Order City_Hanoi,7.164330087181125e-05
cat__Customer City_Arlington Heights,7.162568243757721e-05
cat__Order City_Tempe,7.158772441968126e-05
cat__Customer City_Federal Way,7.138014008039272e-05
cat__Order City_Bom Jesus da Lapa,7.137148047849283e-05
cat__Order State_Medina,7.12752323375664e-05
cat__Order City_San Nicolás de los Arroyos,7.11938393747499e-05
cat__Customer City_Norwalk,7.11370695515432e-05
cat__Order City_Villefontaine,7.107136816416716e-05
cat__Customer City_Gaithersburg,7.098466215634277e-05
cat__Order City_Feira de Santana,7.083706529365073e-05
cat__Category Name_Soccer,7.07312659910948e-05
cat__Order City_Mianyang,7.073062910143418e-05
